Namespace(batch_size=64, data_dir='data/', dropout_rate=0.15, emb_dim=300, epoch_num=100, from_vocab='data/vocab_20000', from_vocab_size=20000, gpu_device='1', latent_dim=64, learning_rate=1, learning_rate_decay_factor=0.5, max_gradient_norm=3.0, max_train_data_size=0, model_dir='model/', num_heads=8, num_layers=6, num_units=512, out_dir='output/', output_dir='output/tfm/', test_data='test', to_vocab='data/vocab_20000', to_vocab_size=20000, train_data='training', train_dir='model/t-cvae/', valid_data='dev')
 init embedding finished
19833
(20000, 300)
Vocab load over.
2020-12-23 11:37:19.224587: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 AVX512F FMA
2020-12-23 11:37:19.392717: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1432] Found device 0 with properties: 
name: GeForce RTX 2080 Ti major: 7 minor: 5 memoryClockRate(GHz): 1.545
pciBusID: 0000:1a:00.0
totalMemory: 10.76GiB freeMemory: 10.60GiB
2020-12-23 11:37:19.393014: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-23 11:37:19.600736: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-23 11:37:19.600758: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-23 11:37:19.600761: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-23 11:37:19.600836: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
2020-12-23 11:37:19.602564: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-23 11:37:19.602582: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-23 11:37:19.602584: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-23 11:37:19.602586: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-23 11:37:19.602623: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
2020-12-23 11:37:19.605876: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-23 11:37:19.605916: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-23 11:37:19.605925: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-23 11:37:19.605931: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-23 11:37:19.606010: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
Model create over.
  reading data line 0
78529
21
  reading data line 0
9816
21
  reading data line 0
9817
20
global step 100   step-time 0.69s  loss 77.767 ppl 1148.61  disc 0.269 gen -0.187 gan_ae -0.156
global step 155800   step-time 0.60s  loss 28.271 ppl 13.19  disc 0.028 gen -0.002 gan_ae 0.001
global step 155900   step-time 0.60s  loss 28.388 ppl 13.46  disc 0.029 gen -0.002 gan_ae -0.001
global step 156000   step-time 0.60s  loss 28.392 ppl 13.45  disc 0.029 gen -0.003 gan_ae -0.000
load eval model.
eval  ppl 17.65
answer:  one day , i was driving the van down to the store .
predict:  i was driving my new van to work when i heard a loud noise .
answer:  she bought some new shelves .
predict:  she had a lot of old books to do .
answer:  he was given a set of tickets .
predict:  he sold some of the music on ebay .
answer:  his friends agree that 's a great idea .
predict:  billy goes fishing with his friends .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so happy to have a babysitter for his mom .
answer:  alicia looked at her house .
predict:  alicia had a lot of dirty clothes .
answer:  she searched everywhere but could n't find it .
predict:  she decided to buy one for her family .
answer:  when the cast was announced , she was left disappointed .
predict:  she was nervous , but she was very nervous .
BLEU = 3.76, 31.4/5.4/2.0/0.9 (BP=0.915, ratio=0.918, hyp_len=89630, ref_len=97637)

distinc1: 0.02732
distinc2: 0.16625
infer done.
global step 156100   step-time 0.60s  loss 28.635 ppl 13.63  disc 0.028 gen -0.001 gan_ae 0.001
global step 156200   step-time 0.60s  loss 28.419 ppl 13.41  disc 0.030 gen -0.003 gan_ae -0.002
global step 156300   step-time 0.61s  loss 28.535 ppl 13.45  disc 0.022 gen 0.008 gan_ae 0.001
global step 156400   step-time 0.60s  loss 28.931 ppl 13.93  disc 0.033 gen -0.004 gan_ae -0.006
global step 156500   step-time 0.60s  loss 28.417 ppl 13.42  disc 0.028 gen 0.003 gan_ae -0.003
global step 156600   step-time 0.60s  loss 28.700 ppl 13.54  disc 0.029 gen -0.003 gan_ae -0.000
global step 156700   step-time 0.60s  loss 28.621 ppl 13.51  disc 0.029 gen -0.003 gan_ae -0.000
global step 156800   step-time 0.60s  loss 28.264 ppl 13.39  disc 0.027 gen -0.001 gan_ae 0.002
global step 156900   step-time 0.60s  loss 28.528 ppl 13.36  disc 0.029 gen -0.002 gan_ae 0.000
global step 157000   step-time 0.60s  loss 28.520 ppl 13.49  disc 0.027 gen 0.000 gan_ae 0.000
global step 157100   step-time 0.60s  loss 28.487 ppl 13.52  disc 0.029 gen -0.004 gan_ae 0.002
global step 157200   step-time 0.60s  loss 28.319 ppl 13.26  disc 0.030 gen -0.004 gan_ae -0.001
global step 157300   step-time 0.60s  loss 28.409 ppl 13.30  disc 0.027 gen 0.007 gan_ae -0.006
global step 157400   step-time 0.60s  loss 28.253 ppl 13.26  disc 0.029 gen -0.001 gan_ae -0.001
global step 157500   step-time 0.60s  loss 28.425 ppl 13.39  disc 0.028 gen -0.004 gan_ae 0.003
global step 157600   step-time 0.60s  loss 28.281 ppl 13.19  disc 0.028 gen -0.001 gan_ae 0.000
global step 157700   step-time 0.60s  loss 28.712 ppl 13.56  disc 0.029 gen -0.000 gan_ae -0.002
global step 157800   step-time 0.60s  loss 28.526 ppl 13.49  disc 0.029 gen -0.002 gan_ae -0.000
global step 157900   step-time 0.60s  loss 28.692 ppl 13.71  disc 0.028 gen -0.000 gan_ae -0.000
global step 158000   step-time 0.60s  loss 28.354 ppl 13.35  disc 0.028 gen -0.002 gan_ae 0.001
global step 158100   step-time 0.60s  loss 28.754 ppl 13.74  disc 0.029 gen 0.001 gan_ae -0.002
global step 158200   step-time 0.61s  loss 28.600 ppl 13.55  disc 0.028 gen -0.002 gan_ae 0.001
global step 158300   step-time 0.60s  loss 28.118 ppl 13.16  disc 0.028 gen 0.000 gan_ae -0.002
global step 158400   step-time 0.60s  loss 28.202 ppl 13.19  disc 0.030 gen -0.000 gan_ae -0.003
global step 158500   step-time 0.60s  loss 28.341 ppl 13.21  disc 0.028 gen -0.001 gan_ae -0.001
global step 158600   step-time 0.60s  loss 28.373 ppl 13.26  disc 0.030 gen -0.001 gan_ae -0.003
global step 158700   step-time 0.60s  loss 28.377 ppl 13.25  disc 0.029 gen -0.002 gan_ae -0.000
global step 158800   step-time 0.60s  loss 28.341 ppl 13.32  disc 0.029 gen -0.000 gan_ae -0.001
global step 158900   step-time 0.60s  loss 28.321 ppl 13.32  disc 0.028 gen -0.002 gan_ae 0.001
global step 159000   step-time 0.61s  loss 28.293 ppl 13.23  disc 0.027 gen -0.001 gan_ae 0.002
load eval model.
eval  ppl 17.67
answer:  one day , i was driving the van down to the store .
predict:  i was driving my van to work when i saw a van in the middle of the road .
answer:  she bought some new shelves .
predict:  she had to make a list of books to make them look like .
answer:  he was given a set of tickets .
predict:  he found a band .
answer:  his friends agree that 's a great idea .
predict:  billy decides to try fishing .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so happy to have a new friend .
answer:  alicia looked at her house .
predict:  alicia had a lot of dust .
answer:  she searched everywhere but could n't find it .
predict:  she was excited to get one .
answer:  when the cast was announced , she was left disappointed .
predict:  anna was nervous about making the audition .
BLEU = 3.75, 31.9/5.6/1.9/0.8 (BP=0.910, ratio=0.914, hyp_len=89193, ref_len=97637)

distinc1: 0.02844
distinc2: 0.16646
infer done.
global step 159100   step-time 0.61s  loss 28.590 ppl 13.43  disc 0.028 gen -0.000 gan_ae -0.001
global step 159200   step-time 0.60s  loss 28.586 ppl 13.49  disc 0.028 gen 0.001 gan_ae -0.001
global step 159300   step-time 0.60s  loss 28.621 ppl 13.42  disc 0.030 gen -0.004 gan_ae -0.000
global step 159400   step-time 0.60s  loss 28.326 ppl 13.24  disc 0.026 gen 0.006 gan_ae -0.004
global step 159500   step-time 0.60s  loss 28.340 ppl 13.29  disc 0.030 gen -0.005 gan_ae -0.001
global step 159600   step-time 0.60s  loss 28.462 ppl 13.41  disc 0.026 gen 0.005 gan_ae -0.003
global step 159700   step-time 0.60s  loss 28.519 ppl 13.36  disc 0.031 gen -0.006 gan_ae -0.001
global step 159800   step-time 0.60s  loss 28.584 ppl 13.64  disc 0.026 gen 0.005 gan_ae -0.003
global step 159900   step-time 0.60s  loss 28.353 ppl 13.41  disc 0.030 gen -0.004 gan_ae -0.002
global step 160000   step-time 0.60s  loss 28.124 ppl 13.16  disc 0.028 gen -0.001 gan_ae 0.000
global step 160100   step-time 0.60s  loss 28.295 ppl 13.25  disc 0.029 gen -0.003 gan_ae 0.001
global step 160200   step-time 0.60s  loss 28.338 ppl 13.34  disc 0.028 gen -0.002 gan_ae 0.001
global step 160300   step-time 0.60s  loss 28.411 ppl 13.33  disc 0.028 gen -0.002 gan_ae 0.001
global step 160400   step-time 0.60s  loss 28.433 ppl 13.30  disc 0.028 gen 0.002 gan_ae -0.004
global step 160500   step-time 0.60s  loss 28.397 ppl 13.33  disc 0.028 gen -0.003 gan_ae 0.001
global step 160600   step-time 0.60s  loss 28.266 ppl 13.32  disc 0.027 gen -0.001 gan_ae 0.003
global step 160700   step-time 0.60s  loss 28.294 ppl 13.28  disc 0.027 gen -0.001 gan_ae 0.001
global step 160800   step-time 0.60s  loss 28.536 ppl 13.49  disc 0.028 gen 0.004 gan_ae -0.005
global step 160900   step-time 0.61s  loss 28.293 ppl 13.20  disc 0.030 gen -0.005 gan_ae -0.001
global step 161000   step-time 0.60s  loss 28.243 ppl 13.16  disc 0.030 gen 0.000 gan_ae -0.005
global step 161100   step-time 0.61s  loss 28.308 ppl 13.21  disc 0.028 gen -0.003 gan_ae 0.001
global step 161200   step-time 0.60s  loss 28.329 ppl 13.55  disc 0.028 gen -0.000 gan_ae 0.000
global step 161300   step-time 0.60s  loss 28.218 ppl 13.23  disc 0.029 gen -0.000 gan_ae -0.002
global step 161400   step-time 0.60s  loss 28.355 ppl 13.31  disc 0.029 gen -0.002 gan_ae -0.000
global step 161500   step-time 0.60s  loss 28.279 ppl 13.32  disc 0.028 gen -0.002 gan_ae 0.001
global step 161600   step-time 0.60s  loss 28.579 ppl 13.34  disc 0.028 gen -0.002 gan_ae 0.000
global step 161700   step-time 0.60s  loss 28.561 ppl 13.60  disc 0.028 gen -0.002 gan_ae 0.001
global step 161800   step-time 0.60s  loss 27.851 ppl 13.04  disc 0.029 gen -0.000 gan_ae -0.002
global step 161900   step-time 0.60s  loss 28.574 ppl 13.41  disc 0.028 gen -0.001 gan_ae -0.001
global step 162000   step-time 0.60s  loss 28.298 ppl 13.13  disc 0.028 gen 0.002 gan_ae -0.002
load eval model.
eval  ppl 17.61
answer:  one day , i was driving the van down to the store .
predict:  i was driving my van when i saw a car in the road .
answer:  she bought some new shelves .
predict:  she had to make some new books .
answer:  he was given a set of tickets .
predict:  he bought a ticket for the band .
answer:  his friends agree that 's a great idea .
predict:  billy and his friends decide to go fishing .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so happy to have a new friend !
answer:  alicia looked at her house .
predict:  alicia had just moved into her new house .
answer:  she searched everywhere but could n't find it .
predict:  she decided to go to the store to get one .
answer:  when the cast was announced , she was left disappointed .
predict:  anna was nervous about the audition .
BLEU = 3.73, 31.6/5.4/1.9/0.8 (BP=0.916, ratio=0.919, hyp_len=89718, ref_len=97637)

distinc1: 0.02866
distinc2: 0.16819
infer done.
global step 162100   step-time 0.61s  loss 28.340 ppl 13.27  disc 0.029 gen -0.002 gan_ae 0.001
global step 162200   step-time 0.60s  loss 28.235 ppl 13.28  disc 0.029 gen -0.002 gan_ae 0.000
global step 162300   step-time 0.60s  loss 28.340 ppl 13.30  disc 0.029 gen -0.002 gan_ae 0.000
global step 162400   step-time 0.60s  loss 28.176 ppl 13.16  disc 0.028 gen -0.001 gan_ae 0.001
global step 162500   step-time 0.60s  loss 28.090 ppl 13.15  disc 0.029 gen -0.001 gan_ae -0.000
global step 162600   step-time 0.60s  loss 28.178 ppl 12.97  disc 0.028 gen -0.001 gan_ae 0.001
global step 162700   step-time 0.60s  loss 28.020 ppl 13.06  disc 0.026 gen 0.001 gan_ae 0.002
global step 162800   step-time 0.60s  loss 28.356 ppl 13.30  disc 0.030 gen -0.002 gan_ae -0.001
global step 162900   step-time 0.60s  loss 28.398 ppl 13.36  disc 0.029 gen -0.002 gan_ae -0.000
global step 163000   step-time 0.60s  loss 28.374 ppl 13.22  disc 0.028 gen 0.001 gan_ae -0.002
global step 163100   step-time 0.60s  loss 28.371 ppl 13.23  disc 0.029 gen -0.002 gan_ae -0.001
global step 163200   step-time 0.60s  loss 28.183 ppl 13.10  disc 0.028 gen -0.002 gan_ae 0.001
global step 163300   step-time 0.60s  loss 28.319 ppl 13.27  disc 0.027 gen 0.003 gan_ae -0.002
global step 163400   step-time 0.60s  loss 28.325 ppl 13.37  disc 0.030 gen -0.003 gan_ae -0.001
global step 163500   step-time 0.60s  loss 28.128 ppl 13.10  disc 0.028 gen -0.001 gan_ae 0.000
global step 163600   step-time 0.60s  loss 28.174 ppl 13.03  disc 0.029 gen 0.000 gan_ae -0.003
global step 163700   step-time 0.60s  loss 28.222 ppl 13.21  disc 0.027 gen 0.000 gan_ae 0.001
global step 163800   step-time 0.60s  loss 28.515 ppl 13.34  disc 0.027 gen -0.000 gan_ae 0.000
global step 163900   step-time 0.60s  loss 28.284 ppl 13.21  disc 0.030 gen -0.001 gan_ae -0.004
global step 164000   step-time 0.60s  loss 28.003 ppl 13.03  disc 0.029 gen -0.002 gan_ae -0.001
global step 164100   step-time 0.60s  loss 28.259 ppl 13.03  disc 0.028 gen -0.002 gan_ae 0.002
global step 164200   step-time 0.60s  loss 28.449 ppl 13.28  disc 0.027 gen 0.001 gan_ae -0.001
global step 164300   step-time 0.60s  loss 28.280 ppl 13.24  disc 0.028 gen -0.001 gan_ae -0.000
global step 164400   step-time 0.60s  loss 28.254 ppl 13.16  disc 0.026 gen -0.000 gan_ae 0.002
global step 164500   step-time 0.60s  loss 28.351 ppl 13.08  disc 0.031 gen -0.001 gan_ae -0.005
global step 164600   step-time 0.61s  loss 28.121 ppl 13.10  disc 0.029 gen -0.001 gan_ae -0.001
global step 164700   step-time 0.60s  loss 28.057 ppl 12.96  disc 0.028 gen -0.002 gan_ae 0.002
global step 164800   step-time 0.60s  loss 28.414 ppl 13.53  disc 0.029 gen 0.001 gan_ae -0.004
global step 164900   step-time 0.60s  loss 28.168 ppl 13.22  disc 0.028 gen -0.001 gan_ae 0.000
global step 165000   step-time 0.61s  loss 28.022 ppl 12.97  disc 0.027 gen 0.000 gan_ae -0.000
load eval model.
eval  ppl 17.58
answer:  one day , i was driving the van down to the store .
predict:  the van was on the road and i was driving to work .
answer:  she bought some new shelves .
predict:  she had to make some cookies .
answer:  he was given a set of tickets .
predict:  he found a band that had a record player .
answer:  his friends agree that 's a great idea .
predict:  billy takes a fishing trip to the lake .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so happy to have a new babysitter .
answer:  alicia looked at her house .
predict:  alicia had a very messy house .
answer:  she searched everywhere but could n't find it .
predict:  she had always wanted a new one .
answer:  when the cast was announced , she was left disappointed .
predict:  she was nervous about her audition .
BLEU = 3.30, 29.7/4.7/1.5/0.6 (BP=0.982, ratio=0.982, hyp_len=95888, ref_len=97637)

distinc1: 0.02446
distinc2: 0.15140
infer done.
global step 165100   step-time 0.60s  loss 28.404 ppl 13.35  disc 0.029 gen -0.003 gan_ae -0.002
global step 165200   step-time 0.60s  loss 28.357 ppl 13.22  disc 0.027 gen 0.003 gan_ae -0.002
global step 165300   step-time 0.60s  loss 28.071 ppl 13.12  disc 0.030 gen -0.002 gan_ae -0.003
global step 165400   step-time 0.60s  loss 28.242 ppl 13.13  disc 0.028 gen -0.003 gan_ae 0.001
global step 165500   step-time 0.60s  loss 28.116 ppl 13.00  disc 0.026 gen 0.003 gan_ae -0.000
global step 165600   step-time 0.60s  loss 27.895 ppl 13.02  disc 0.029 gen -0.003 gan_ae 0.002
global step 165700   step-time 0.60s  loss 28.509 ppl 13.33  disc 0.030 gen -0.005 gan_ae -0.000
global step 165800   step-time 0.60s  loss 28.168 ppl 12.97  disc 0.029 gen 0.006 gan_ae -0.008
global step 165900   step-time 0.60s  loss 28.296 ppl 13.27  disc 0.029 gen -0.004 gan_ae 0.000
global step 166000   step-time 0.60s  loss 28.429 ppl 13.12  disc 0.029 gen -0.001 gan_ae -0.002
global step 166100   step-time 0.60s  loss 28.338 ppl 13.06  disc 0.027 gen 0.001 gan_ae -0.001
global step 166200   step-time 0.60s  loss 28.174 ppl 13.20  disc 0.026 gen -0.001 gan_ae 0.002
global step 166300   step-time 0.60s  loss 28.281 ppl 13.27  disc 0.030 gen -0.001 gan_ae -0.003
global step 166400   step-time 0.60s  loss 28.180 ppl 13.07  disc 0.030 gen -0.003 gan_ae -0.001
global step 166500   step-time 0.60s  loss 28.224 ppl 13.12  disc 0.029 gen -0.001 gan_ae -0.002
global step 166600   step-time 0.60s  loss 28.214 ppl 13.09  disc 0.028 gen -0.002 gan_ae 0.002
global step 166700   step-time 0.60s  loss 28.323 ppl 13.24  disc 0.027 gen -0.001 gan_ae 0.002
global step 166800   step-time 0.60s  loss 28.032 ppl 12.91  disc 0.028 gen -0.001 gan_ae -0.000
global step 166900   step-time 0.60s  loss 28.383 ppl 13.14  disc 0.031 gen -0.000 gan_ae -0.005
global step 167000   step-time 0.60s  loss 27.950 ppl 13.06  disc 0.029 gen -0.003 gan_ae 0.001
global step 167100   step-time 0.60s  loss 28.048 ppl 12.92  disc 0.028 gen -0.002 gan_ae 0.002
global step 167200   step-time 0.60s  loss 28.064 ppl 13.06  disc 0.028 gen -0.002 gan_ae 0.002
global step 167300   step-time 0.60s  loss 28.315 ppl 13.29  disc 0.029 gen -0.002 gan_ae -0.001
global step 167400   step-time 0.60s  loss 28.206 ppl 12.99  disc 0.028 gen 0.000 gan_ae -0.002
global step 167500   step-time 0.60s  loss 28.100 ppl 13.10  disc 0.029 gen -0.001 gan_ae -0.001
global step 167600   step-time 0.60s  loss 27.936 ppl 12.89  disc 0.029 gen -0.003 gan_ae 0.001
global step 167700   step-time 0.60s  loss 28.154 ppl 13.10  disc 0.028 gen -0.003 gan_ae 0.002
global step 167800   step-time 0.60s  loss 27.974 ppl 12.87  disc 0.029 gen 0.003 gan_ae -0.004
global step 167900   step-time 0.60s  loss 28.065 ppl 12.88  disc 0.027 gen -0.002 gan_ae 0.002
global step 168000   step-time 0.60s  loss 28.101 ppl 12.97  disc 0.029 gen -0.002 gan_ae -0.001
load eval model.
eval  ppl 17.57
answer:  one day , i was driving the van down to the store .
predict:  i was driving my van one day when a car hit me .
answer:  she bought some new shelves .
predict:  she was working on a new project .
answer:  he was given a set of tickets .
predict:  he found a band that was sold out .
answer:  his friends agree that 's a great idea .
predict:  they all set up their boat and go fishing .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was very happy to be able to eat the bread .
answer:  alicia looked at her house .
predict:  alicia had just bought a new house .
answer:  she searched everywhere but could n't find it .
predict:  she decided to buy a brand new one .
answer:  when the cast was announced , she was left disappointed .
predict:  she was very nervous about the show .
BLEU = 2.83, 30.6/4.6/1.4/0.5 (BP=0.898, ratio=0.903, hyp_len=88191, ref_len=97637)

distinc1: 0.02457
distinc2: 0.14429
infer done.
global step 168100   step-time 0.60s  loss 28.291 ppl 13.25  disc 0.027 gen 0.005 gan_ae -0.005
global step 168200   step-time 0.60s  loss 28.260 ppl 13.11  disc 0.030 gen -0.003 gan_ae -0.001
global step 168300   step-time 0.60s  loss 27.929 ppl 12.84  disc 0.029 gen -0.003 gan_ae 0.001
global step 168400   step-time 0.60s  loss 28.401 ppl 13.19  disc 0.028 gen -0.001 gan_ae 0.002
global step 168500   step-time 0.61s  loss 28.115 ppl 13.02  disc 0.029 gen -0.002 gan_ae -0.001
global step 168600   step-time 0.60s  loss 27.742 ppl 12.77  disc 0.030 gen -0.002 gan_ae -0.001
global step 168700   step-time 0.60s  loss 28.139 ppl 13.07  disc 0.029 gen -0.001 gan_ae -0.001
global step 168800   step-time 0.60s  loss 28.126 ppl 13.06  disc 0.028 gen -0.000 gan_ae -0.000
global step 168900   step-time 0.60s  loss 28.056 ppl 13.01  disc 0.028 gen -0.000 gan_ae -0.000
global step 169000   step-time 0.60s  loss 27.955 ppl 13.01  disc 0.028 gen -0.000 gan_ae -0.000
global step 169100   step-time 0.60s  loss 27.901 ppl 12.85  disc 0.028 gen -0.001 gan_ae -0.001
global step 169200   step-time 0.61s  loss 27.784 ppl 12.67  disc 0.029 gen -0.002 gan_ae -0.001
global step 169300   step-time 0.60s  loss 27.987 ppl 12.98  disc 0.029 gen -0.001 gan_ae -0.001
global step 169400   step-time 0.60s  loss 28.059 ppl 13.05  disc 0.029 gen -0.001 gan_ae -0.000
global step 169500   step-time 0.60s  loss 28.201 ppl 12.99  disc 0.028 gen -0.001 gan_ae 0.000
global step 169600   step-time 0.61s  loss 27.952 ppl 12.86  disc 0.028 gen -0.001 gan_ae 0.000
global step 169700   step-time 0.60s  loss 28.182 ppl 13.10  disc 0.029 gen -0.000 gan_ae -0.002
global step 169800   step-time 0.60s  loss 27.931 ppl 12.89  disc 0.029 gen -0.002 gan_ae 0.001
global step 169900   step-time 0.60s  loss 28.285 ppl 13.17  disc 0.027 gen -0.000 gan_ae 0.002
global step 170000   step-time 0.60s  loss 28.074 ppl 13.05  disc 0.027 gen 0.000 gan_ae -0.000
global step 170100   step-time 0.60s  loss 28.022 ppl 12.92  disc 0.029 gen -0.002 gan_ae -0.001
global step 170200   step-time 0.60s  loss 27.781 ppl 12.66  disc 0.029 gen 0.001 gan_ae -0.002
global step 170300   step-time 0.60s  loss 28.080 ppl 12.93  disc 0.029 gen 0.000 gan_ae -0.003
global step 170400   step-time 0.60s  loss 28.132 ppl 12.78  disc 0.029 gen -0.001 gan_ae -0.001
global step 170500   step-time 0.60s  loss 28.072 ppl 12.98  disc 0.028 gen -0.002 gan_ae 0.001
global step 170600   step-time 0.60s  loss 27.931 ppl 12.90  disc 0.028 gen 0.000 gan_ae -0.001
global step 170700   step-time 0.60s  loss 28.258 ppl 13.16  disc 0.029 gen -0.003 gan_ae -0.001
global step 170800   step-time 0.61s  loss 28.044 ppl 12.95  disc 0.027 gen 0.001 gan_ae 0.001
global step 170900   step-time 0.60s  loss 28.431 ppl 13.33  disc 0.027 gen -0.000 gan_ae -0.001
global step 171000   step-time 0.60s  loss 28.224 ppl 13.03  disc 0.029 gen -0.001 gan_ae -0.001
load eval model.
eval  ppl 17.48
answer:  one day , i was driving the van down to the store .
predict:  i was driving my van one morning when i saw a van in the garage .
answer:  she bought some new shelves .
predict:  she had to make some new books .
answer:  he was given a set of tickets .
predict:  he found a record store .
answer:  his friends agree that 's a great idea .
predict:  billy goes fishing with his friends .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so hungry that he had to go home .
answer:  alicia looked at her house .
predict:  alicia was cleaning her house .
answer:  she searched everywhere but could n't find it .
predict:  she decided to get one .
answer:  when the cast was announced , she was left disappointed .
predict:  she was nervous about making the show .
BLEU = 3.68, 32.4/5.5/2.0/0.9 (BP=0.866, ratio=0.874, hyp_len=85379, ref_len=97637)

distinc1: 0.02893
distinc2: 0.17024
infer done.
global step 171100   step-time 0.60s  loss 27.962 ppl 12.94  disc 0.029 gen -0.001 gan_ae -0.002
global step 171200   step-time 0.61s  loss 28.098 ppl 12.94  disc 0.028 gen -0.003 gan_ae 0.001
global step 171300   step-time 0.61s  loss 27.901 ppl 12.81  disc 0.027 gen 0.003 gan_ae -0.002
global step 171400   step-time 0.61s  loss 28.078 ppl 12.83  disc 0.029 gen -0.001 gan_ae -0.001
global step 171500   step-time 0.60s  loss 27.985 ppl 12.74  disc 0.030 gen -0.001 gan_ae -0.002
global step 171600   step-time 0.60s  loss 28.419 ppl 13.14  disc 0.028 gen -0.001 gan_ae 0.000
global step 171700   step-time 0.60s  loss 27.904 ppl 12.87  disc 0.027 gen 0.000 gan_ae 0.001
global step 171800   step-time 0.60s  loss 28.066 ppl 12.84  disc 0.030 gen -0.000 gan_ae -0.003
global step 171900   step-time 0.61s  loss 28.232 ppl 13.05  disc 0.028 gen -0.001 gan_ae 0.001
global step 172000   step-time 0.61s  loss 28.136 ppl 13.03  disc 0.029 gen -0.001 gan_ae -0.001
global step 172100   step-time 0.60s  loss 28.274 ppl 13.04  disc 0.030 gen -0.003 gan_ae -0.001
global step 172200   step-time 0.60s  loss 28.068 ppl 12.84  disc 0.029 gen 0.002 gan_ae -0.005
global step 172300   step-time 0.60s  loss 27.966 ppl 12.79  disc 0.029 gen -0.002 gan_ae -0.000
global step 172400   step-time 0.60s  loss 28.249 ppl 13.05  disc 0.028 gen 0.001 gan_ae -0.003
global step 172500   step-time 0.61s  loss 28.329 ppl 13.14  disc 0.029 gen -0.001 gan_ae -0.001
global step 172600   step-time 0.61s  loss 27.819 ppl 12.63  disc 0.029 gen -0.002 gan_ae 0.000
global step 172700   step-time 0.60s  loss 28.150 ppl 12.80  disc 0.027 gen 0.002 gan_ae -0.002
global step 172800   step-time 0.61s  loss 28.006 ppl 12.97  disc 0.029 gen -0.003 gan_ae 0.001
global step 172900   step-time 0.60s  loss 27.927 ppl 12.86  disc 0.029 gen -0.000 gan_ae -0.002
global step 173000   step-time 0.60s  loss 27.608 ppl 12.55  disc 0.028 gen -0.001 gan_ae 0.000
global step 173100   step-time 0.60s  loss 28.311 ppl 13.24  disc 0.029 gen -0.004 gan_ae 0.002
global step 173200   step-time 0.60s  loss 27.715 ppl 12.71  disc 0.029 gen -0.001 gan_ae -0.001
global step 173300   step-time 0.60s  loss 27.719 ppl 12.67  disc 0.028 gen -0.002 gan_ae 0.002
global step 173400   step-time 0.60s  loss 27.660 ppl 12.66  disc 0.028 gen -0.002 gan_ae 0.001
global step 173500   step-time 0.60s  loss 27.922 ppl 12.96  disc 0.029 gen 0.001 gan_ae -0.003
global step 173600   step-time 0.60s  loss 28.093 ppl 13.03  disc 0.028 gen -0.003 gan_ae 0.003
global step 173700   step-time 0.60s  loss 28.113 ppl 12.91  disc 0.029 gen 0.000 gan_ae -0.002
global step 173800   step-time 0.60s  loss 27.873 ppl 12.80  disc 0.029 gen -0.003 gan_ae -0.000
global step 173900   step-time 0.60s  loss 27.951 ppl 12.84  disc 0.028 gen -0.001 gan_ae 0.001
global step 174000   step-time 0.60s  loss 27.728 ppl 12.70  disc 0.028 gen -0.003 gan_ae 0.002
