Namespace(batch_size=64, data_dir='data/', dropout_rate=0.15, emb_dim=300, epoch_num=100, from_vocab='data/vocab_20000', from_vocab_size=20000, gpu_device='1', latent_dim=64, learning_rate=1, learning_rate_decay_factor=0.5, max_gradient_norm=3.0, max_train_data_size=0, model_dir='model/', num_heads=8, num_layers=6, num_units=512, out_dir='output/', output_dir='output/tfm/', test_data='test', to_vocab='data/vocab_20000', to_vocab_size=20000, train_data='training', train_dir='model/t-cvae/', valid_data='dev')
 init embedding finished
19833
(20000, 300)
Vocab load over.
2020-12-28 11:35:05.204612: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 AVX512F FMA
2020-12-28 11:35:05.390369: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1432] Found device 0 with properties: 
name: GeForce RTX 2080 Ti major: 7 minor: 5 memoryClockRate(GHz): 1.545
pciBusID: 0000:1a:00.0
totalMemory: 10.76GiB freeMemory: 10.60GiB
2020-12-28 11:35:05.390407: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-28 11:35:05.596801: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-28 11:35:05.596822: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-28 11:35:05.596826: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-28 11:35:05.596900: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
2020-12-28 11:35:05.598530: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-28 11:35:05.598572: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-28 11:35:05.598580: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-28 11:35:05.598586: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-28 11:35:05.598665: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
2020-12-28 11:35:05.599378: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-28 11:35:05.599419: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-28 11:35:05.599427: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-28 11:35:05.599434: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-28 11:35:05.599517: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
Model create over.
  reading data line 0
78529
21
  reading data line 0
9816
21
  reading data line 0
9817
20
global step 100   step-time 0.69s  loss 77.826 ppl 1153.66  disc 0.234 gen -0.167 gan_ae -0.132
global step 277000   step-time 0.61s  loss 25.474 ppl 10.27  disc 0.029 gen 0.004 gan_ae -0.006
global step 277100   step-time 0.60s  loss 25.369 ppl 10.23  disc 0.032 gen -0.004 gan_ae -0.004
global step 277200   step-time 0.61s  loss 25.349 ppl 10.09  disc 0.028 gen -0.002 gan_ae 0.002
global step 277300   step-time 0.60s  loss 25.330 ppl 10.23  disc 0.034 gen -0.001 gan_ae -0.008
global step 277400   step-time 0.61s  loss 25.500 ppl 10.22  disc 0.029 gen -0.003 gan_ae 0.000
global step 277500   step-time 0.60s  loss 25.522 ppl 10.35  disc 0.028 gen -0.001 gan_ae 0.001
global step 277600   step-time 0.60s  loss 25.569 ppl 10.24  disc 0.027 gen -0.002 gan_ae 0.002
global step 277700   step-time 0.60s  loss 25.340 ppl 10.23  disc 0.029 gen -0.003 gan_ae -0.000
global step 277800   step-time 0.60s  loss 25.562 ppl 10.17  disc 0.029 gen -0.002 gan_ae -0.001
global step 277900   step-time 0.60s  loss 25.296 ppl 10.11  disc 0.029 gen -0.003 gan_ae 0.000
global step 278000   step-time 0.61s  loss 25.497 ppl 10.36  disc 0.027 gen -0.001 gan_ae 0.001
global step 278100   step-time 0.60s  loss 25.561 ppl 10.34  disc 0.024 gen 0.004 gan_ae 0.001
global step 278200   step-time 0.60s  loss 25.525 ppl 10.28  disc 0.030 gen -0.002 gan_ae -0.004
global step 278300   step-time 0.60s  loss 25.819 ppl 10.41  disc 0.031 gen -0.003 gan_ae -0.005
global step 278400   step-time 0.60s  loss 25.535 ppl 10.25  disc 0.030 gen -0.002 gan_ae -0.002
global step 278500   step-time 0.60s  loss 25.435 ppl 10.25  disc 0.027 gen -0.001 gan_ae 0.002
global step 278600   step-time 0.60s  loss 25.799 ppl 10.53  disc 0.029 gen -0.002 gan_ae -0.001
global step 278700   step-time 0.60s  loss 25.329 ppl 10.25  disc 0.029 gen -0.003 gan_ae -0.000
global step 278800   step-time 0.60s  loss 25.399 ppl 10.21  disc 0.029 gen -0.000 gan_ae -0.002
global step 278900   step-time 0.61s  loss 25.487 ppl 10.28  disc 0.028 gen -0.001 gan_ae 0.001
global step 279000   step-time 0.61s  loss 25.513 ppl 10.27  disc 0.028 gen 0.001 gan_ae -0.002
load eval model.
eval  ppl 17.17
answer:  one day , i was driving the van down to the store .
predict:  i was driving to work yesterday .
answer:  she bought some new shelves .
predict:  she had a lot of books to do .
answer:  he was given a set of tickets .
predict:  he bought a ticket for a band .
answer:  his friends agree that 's a great idea .
predict:  billy agrees and goes to the lake .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so hungry he ate it anyway .
answer:  alicia looked at her house .
predict:  alicia had just had a new house .
answer:  she searched everywhere but could n't find it .
predict:  she needed one .
answer:  when the cast was announced , she was left disappointed .
predict:  she was nervous about her audition .
BLEU = 3.99, 32.1/5.8/2.1/0.9 (BP=0.910, ratio=0.913, hyp_len=89180, ref_len=97637)

distinc1: 0.03216
distinc2: 0.19663
infer done.
global step 279100   step-time 0.60s  loss 25.405 ppl 10.20  disc 0.029 gen -0.004 gan_ae 0.001
global step 279200   step-time 0.61s  loss 25.385 ppl 10.11  disc 0.029 gen -0.001 gan_ae -0.002
global step 279300   step-time 0.60s  loss 25.564 ppl 10.22  disc 0.028 gen -0.002 gan_ae 0.002
global step 279400   step-time 0.60s  loss 25.345 ppl 10.16  disc 0.028 gen -0.000 gan_ae 0.001
global step 279500   step-time 0.60s  loss 25.582 ppl 10.30  disc 0.028 gen -0.005 gan_ae 0.003
global step 279600   step-time 0.60s  loss 25.251 ppl 10.08  disc 0.028 gen 0.005 gan_ae -0.006
global step 279700   step-time 0.60s  loss 25.307 ppl 10.12  disc 0.029 gen -0.002 gan_ae -0.000
global step 279800   step-time 0.60s  loss 25.489 ppl 10.21  disc 0.029 gen -0.002 gan_ae 0.000
global step 279900   step-time 0.61s  loss 25.431 ppl 10.29  disc 0.028 gen -0.004 gan_ae 0.002
global step 280000   step-time 0.60s  loss 25.191 ppl 10.01  disc 0.029 gen 0.003 gan_ae -0.005
global step 280100   step-time 0.61s  loss 25.638 ppl 10.38  disc 0.027 gen -0.003 gan_ae 0.004
global step 280200   step-time 0.60s  loss 25.313 ppl 10.12  disc 0.029 gen 0.001 gan_ae -0.003
global step 280300   step-time 0.60s  loss 25.423 ppl 10.17  disc 0.030 gen -0.002 gan_ae -0.001
global step 280400   step-time 0.60s  loss 25.585 ppl 10.31  disc 0.028 gen -0.001 gan_ae 0.001
global step 280500   step-time 0.60s  loss 25.372 ppl 10.19  disc 0.025 gen 0.001 gan_ae 0.003
global step 280600   step-time 0.61s  loss 25.506 ppl 10.26  disc 0.028 gen 0.002 gan_ae -0.004
global step 280700   step-time 0.61s  loss 25.474 ppl 10.22  disc 0.032 gen -0.004 gan_ae -0.005
global step 280800   step-time 0.60s  loss 25.428 ppl 10.28  disc 0.025 gen 0.001 gan_ae 0.003
global step 280900   step-time 0.60s  loss 25.482 ppl 10.25  disc 0.032 gen -0.004 gan_ae -0.005
global step 281000   step-time 0.60s  loss 25.696 ppl 10.28  disc 0.028 gen 0.002 gan_ae -0.004
global step 281100   step-time 0.60s  loss 25.418 ppl 10.18  disc 0.028 gen -0.003 gan_ae 0.002
global step 281200   step-time 0.61s  loss 25.309 ppl 10.12  disc 0.029 gen -0.003 gan_ae -0.000
global step 281300   step-time 0.60s  loss 25.245 ppl 10.01  disc 0.028 gen -0.002 gan_ae 0.001
global step 281400   step-time 0.60s  loss 25.337 ppl 10.00  disc 0.029 gen -0.001 gan_ae -0.001
global step 281500   step-time 0.61s  loss 25.196 ppl 10.11  disc 0.029 gen -0.004 gan_ae 0.001
global step 281600   step-time 0.60s  loss 25.738 ppl 10.38  disc 0.028 gen -0.003 gan_ae 0.003
global step 281700   step-time 0.60s  loss 25.534 ppl 10.19  disc 0.027 gen 0.000 gan_ae 0.002
global step 281800   step-time 0.60s  loss 25.444 ppl 10.31  disc 0.028 gen -0.003 gan_ae 0.002
global step 281900   step-time 0.60s  loss 25.664 ppl 10.38  disc 0.028 gen -0.002 gan_ae 0.001
global step 282000   step-time 0.60s  loss 25.455 ppl 10.07  disc 0.027 gen -0.003 gan_ae 0.002
load eval model.
eval  ppl 17.08
answer:  one day , i was driving the van down to the store .
predict:  i was driving my van to work one day .
answer:  she bought some new shelves .
predict:  she had two boxes of books .
answer:  he was given a set of tickets .
predict:  he had to go to a concert .
answer:  his friends agree that 's a great idea .
predict:  billy takes his friends and they go to the lake .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  his mom was so happy that he never ate anything .
answer:  alicia looked at her house .
predict:  alicia was cleaning her house .
answer:  she searched everywhere but could n't find it .
predict:  she had been shopping for a few weeks .
answer:  when the cast was announced , she was left disappointed .
predict:  she was nervous , but thought she would do well .
BLEU = 3.69, 30.6/5.3/1.8/0.8 (BP=0.956, ratio=0.957, hyp_len=93423, ref_len=97637)

distinc1: 0.02832
distinc2: 0.18739
infer done.
global step 282100   step-time 0.60s  loss 25.710 ppl 10.40  disc 0.028 gen -0.000 gan_ae -0.002
global step 282200   step-time 0.60s  loss 25.387 ppl 10.18  disc 0.029 gen -0.005 gan_ae 0.001
global step 282300   step-time 0.60s  loss 25.462 ppl 10.19  disc 0.030 gen -0.001 gan_ae -0.005
global step 282400   step-time 0.59s  loss 25.480 ppl 10.28  disc 0.028 gen 0.000 gan_ae -0.001
global step 282500   step-time 0.59s  loss 25.525 ppl 10.27  disc 0.034 gen 0.000 gan_ae -0.010
global step 282600   step-time 0.59s  loss 25.611 ppl 10.36  disc 0.030 gen -0.002 gan_ae -0.002
global step 282700   step-time 0.59s  loss 25.448 ppl 10.14  disc 0.028 gen -0.002 gan_ae 0.002
global step 282800   step-time 0.60s  loss 25.494 ppl 10.20  disc 0.028 gen -0.003 gan_ae 0.002
global step 282900   step-time 0.60s  loss 25.496 ppl 10.22  disc 0.028 gen 0.001 gan_ae -0.001
global step 283000   step-time 0.60s  loss 25.511 ppl 10.26  disc 0.029 gen -0.001 gan_ae -0.001
global step 283100   step-time 0.60s  loss 25.391 ppl 10.15  disc 0.030 gen -0.001 gan_ae -0.003
global step 283200   step-time 0.60s  loss 25.331 ppl 10.06  disc 0.027 gen -0.000 gan_ae -0.001
global step 283300   step-time 0.60s  loss 25.635 ppl 10.37  disc 0.031 gen -0.000 gan_ae -0.005
global step 283400   step-time 0.60s  loss 25.186 ppl 10.05  disc 0.030 gen -0.003 gan_ae -0.001
global step 283500   step-time 0.60s  loss 25.568 ppl 10.26  disc 0.028 gen -0.002 gan_ae 0.001
global step 283600   step-time 0.60s  loss 25.402 ppl 10.18  disc 0.028 gen -0.003 gan_ae 0.003
global step 283700   step-time 0.60s  loss 25.644 ppl 10.32  disc 0.027 gen -0.001 gan_ae 0.001
global step 283800   step-time 0.60s  loss 25.359 ppl 10.04  disc 0.028 gen -0.001 gan_ae -0.002
global step 283900   step-time 0.60s  loss 25.530 ppl 10.27  disc 0.025 gen 0.001 gan_ae 0.005
global step 284000   step-time 0.60s  loss 25.390 ppl 10.11  disc 0.026 gen -0.002 gan_ae 0.002
global step 284100   step-time 0.60s  loss 25.615 ppl 10.38  disc 0.031 gen -0.002 gan_ae -0.005
global step 284200   step-time 0.60s  loss 25.522 ppl 10.27  disc 0.033 gen -0.010 gan_ae -0.003
global step 284300   step-time 0.60s  loss 25.232 ppl 9.98  disc 0.027 gen 0.006 gan_ae -0.006
global step 284400   step-time 0.60s  loss 25.369 ppl 10.17  disc 0.031 gen -0.004 gan_ae -0.002
global step 284500   step-time 0.60s  loss 25.650 ppl 10.25  disc 0.026 gen 0.000 gan_ae 0.001
global step 284600   step-time 0.61s  loss 25.397 ppl 10.22  disc 0.030 gen -0.002 gan_ae -0.003
global step 284700   step-time 0.60s  loss 25.511 ppl 10.22  disc 0.029 gen -0.002 gan_ae 0.000
global step 284800   step-time 0.60s  loss 25.159 ppl 10.11  disc 0.028 gen -0.004 gan_ae 0.001
global step 284900   step-time 0.61s  loss 25.402 ppl 10.27  disc 0.028 gen -0.008 gan_ae 0.005
global step 285000   step-time 0.60s  loss 25.411 ppl 10.12  disc 0.025 gen 0.009 gan_ae -0.005
load eval model.
eval  ppl 17.16
answer:  one day , i was driving the van down to the store .
predict:  i was driving my van to the store yesterday .
answer:  she bought some new shelves .
predict:  she had a bunch of old books to make .
answer:  he was given a set of tickets .
predict:  he saw some people on the radio .
answer:  his friends agree that 's a great idea .
predict:  billy and his friends go fishing .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  his mom was so happy she gave him a treat .
answer:  alicia looked at her house .
predict:  alicia was cleaning .
answer:  she searched everywhere but could n't find it .
predict:  she needed one for her own .
answer:  when the cast was announced , she was left disappointed .
predict:  she was very nervous about her audition .
BLEU = 3.94, 31.5/5.6/2.0/0.9 (BP=0.945, ratio=0.946, hyp_len=92395, ref_len=97637)

distinc1: 0.03030
distinc2: 0.18952
infer done.
global step 285100   step-time 0.60s  loss 25.239 ppl 10.10  disc 0.032 gen -0.002 gan_ae -0.006
global step 285200   step-time 0.61s  loss 25.463 ppl 10.27  disc 0.028 gen -0.005 gan_ae 0.003
global step 285300   step-time 0.61s  loss 25.460 ppl 10.22  disc 0.029 gen -0.002 gan_ae -0.001
global step 285400   step-time 0.60s  loss 25.409 ppl 10.22  disc 0.026 gen -0.003 gan_ae 0.004
global step 285500   step-time 0.61s  loss 25.527 ppl 10.23  disc 0.028 gen -0.000 gan_ae -0.000
global step 285600   step-time 0.60s  loss 25.210 ppl 10.11  disc 0.027 gen -0.003 gan_ae 0.003
global step 285700   step-time 0.61s  loss 25.515 ppl 10.20  disc 0.031 gen -0.003 gan_ae -0.003
global step 285800   step-time 0.60s  loss 25.624 ppl 10.29  disc 0.028 gen -0.006 gan_ae 0.003
global step 285900   step-time 0.60s  loss 25.337 ppl 10.06  disc 0.027 gen 0.003 gan_ae -0.003
global step 286000   step-time 0.61s  loss 25.300 ppl 10.11  disc 0.030 gen -0.003 gan_ae -0.002
global step 286100   step-time 0.60s  loss 25.458 ppl 10.30  disc 0.030 gen -0.001 gan_ae -0.002
global step 286200   step-time 0.61s  loss 25.580 ppl 10.38  disc 0.026 gen 0.000 gan_ae 0.002
global step 286300   step-time 0.61s  loss 25.188 ppl 10.02  disc 0.029 gen -0.002 gan_ae -0.000
global step 286400   step-time 0.60s  loss 25.383 ppl 10.00  disc 0.029 gen -0.002 gan_ae -0.000
global step 286500   step-time 0.60s  loss 25.326 ppl 10.14  disc 0.030 gen -0.003 gan_ae -0.001
global step 286600   step-time 0.60s  loss 25.141 ppl 9.90  disc 0.027 gen -0.001 gan_ae 0.003
global step 286700   step-time 0.61s  loss 25.082 ppl 9.99  disc 0.026 gen -0.000 gan_ae 0.001
global step 286800   step-time 0.61s  loss 25.257 ppl 10.03  disc 0.031 gen -0.001 gan_ae -0.006
global step 286900   step-time 0.60s  loss 25.682 ppl 10.30  disc 0.029 gen -0.003 gan_ae 0.000
global step 287000   step-time 0.61s  loss 25.455 ppl 10.19  disc 0.028 gen -0.001 gan_ae 0.001
global step 287100   step-time 0.60s  loss 25.378 ppl 10.20  disc 0.028 gen -0.002 gan_ae 0.001
global step 287200   step-time 0.61s  loss 25.301 ppl 10.13  disc 0.030 gen -0.000 gan_ae -0.004
global step 287300   step-time 0.61s  loss 25.226 ppl 10.03  disc 0.029 gen -0.002 gan_ae 0.001
global step 287400   step-time 0.60s  loss 25.288 ppl 10.08  disc 0.029 gen -0.005 gan_ae 0.000
global step 287500   step-time 0.61s  loss 25.380 ppl 10.18  disc 0.027 gen 0.006 gan_ae -0.005
global step 287600   step-time 0.60s  loss 25.405 ppl 10.14  disc 0.030 gen -0.003 gan_ae -0.000
global step 287700   step-time 0.60s  loss 25.318 ppl 10.14  disc 0.027 gen -0.004 gan_ae 0.004
global step 287800   step-time 0.60s  loss 25.613 ppl 10.30  disc 0.026 gen 0.001 gan_ae 0.002
global step 287900   step-time 0.60s  loss 25.286 ppl 10.09  disc 0.029 gen -0.005 gan_ae 0.001
global step 288000   step-time 0.61s  loss 25.101 ppl 10.00  disc 0.029 gen -0.001 gan_ae -0.001
load eval model.
eval  ppl 17.10
answer:  one day , i was driving the van down to the store .
predict:  i was driving to work when i saw a car pull into my driveway .
answer:  she bought some new shelves .
predict:  she bought a new pair of books .
answer:  he was given a set of tickets .
predict:  he bought a new band .
answer:  his friends agree that 's a great idea .
predict:  billy and his friends get to the lake and go fishing .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so hungry he ate it all up and felt sick .
answer:  alicia looked at her house .
predict:  alicia was cleaning out her house .
answer:  she searched everywhere but could n't find it .
predict:  she needed a new one .
answer:  when the cast was announced , she was left disappointed .
predict:  she was very nervous about the audition .
BLEU = 3.95, 32.5/6.0/2.1/0.9 (BP=0.902, ratio=0.907, hyp_len=88522, ref_len=97637)

distinc1: 0.03265
distinc2: 0.19696
infer done.
global step 288100   step-time 0.61s  loss 25.378 ppl 10.13  disc 0.029 gen -0.004 gan_ae 0.000
global step 288200   step-time 0.61s  loss 25.248 ppl 10.08  disc 0.028 gen -0.001 gan_ae 0.002
global step 288300   step-time 0.60s  loss 25.437 ppl 10.11  disc 0.027 gen 0.001 gan_ae -0.001
global step 288400   step-time 0.61s  loss 25.589 ppl 10.26  disc 0.030 gen -0.003 gan_ae -0.001
global step 288500   step-time 0.60s  loss 25.101 ppl 10.08  disc 0.031 gen 0.001 gan_ae -0.007
global step 288600   step-time 0.60s  loss 25.426 ppl 10.09  disc 0.027 gen -0.001 gan_ae 0.002
global step 288700   step-time 0.61s  loss 25.441 ppl 10.10  disc 0.030 gen -0.003 gan_ae -0.002
global step 288800   step-time 0.60s  loss 25.388 ppl 10.24  disc 0.029 gen -0.002 gan_ae -0.000
global step 288900   step-time 0.61s  loss 25.163 ppl 9.93  disc 0.031 gen -0.003 gan_ae -0.004
global step 289000   step-time 0.61s  loss 25.314 ppl 10.07  disc 0.029 gen 0.002 gan_ae -0.004
global step 289100   step-time 0.61s  loss 24.999 ppl 10.02  disc 0.029 gen -0.003 gan_ae 0.001
global step 289200   step-time 0.61s  loss 25.587 ppl 10.21  disc 0.029 gen -0.000 gan_ae -0.002
global step 289300   step-time 0.61s  loss 25.471 ppl 10.15  disc 0.028 gen -0.002 gan_ae 0.000
global step 289400   step-time 0.61s  loss 25.553 ppl 10.18  disc 0.029 gen -0.002 gan_ae -0.000
global step 289500   step-time 0.60s  loss 25.442 ppl 10.22  disc 0.026 gen -0.000 gan_ae 0.003
global step 289600   step-time 0.60s  loss 25.325 ppl 10.13  disc 0.029 gen -0.002 gan_ae -0.001
global step 289700   step-time 0.61s  loss 25.620 ppl 10.28  disc 0.030 gen -0.002 gan_ae -0.002
global step 289800   step-time 0.60s  loss 25.374 ppl 10.08  disc 0.029 gen 0.001 gan_ae -0.004
global step 289900   step-time 0.61s  loss 25.467 ppl 10.17  disc 0.030 gen -0.003 gan_ae -0.001
global step 290000   step-time 0.61s  loss 25.367 ppl 10.12  disc 0.029 gen -0.007 gan_ae 0.003
global step 290100   step-time 0.60s  loss 25.649 ppl 10.34  disc 0.027 gen 0.006 gan_ae -0.006
global step 290200   step-time 0.61s  loss 25.188 ppl 9.94  disc 0.030 gen -0.004 gan_ae -0.001
global step 290300   step-time 0.60s  loss 25.862 ppl 10.39  disc 0.025 gen 0.004 gan_ae 0.000
global step 290400   step-time 0.61s  loss 25.100 ppl 9.96  disc 0.030 gen -0.004 gan_ae -0.001
global step 290500   step-time 0.61s  loss 25.485 ppl 10.03  disc 0.027 gen 0.001 gan_ae 0.000
global step 290600   step-time 0.61s  loss 25.438 ppl 10.18  disc 0.030 gen -0.003 gan_ae -0.002
global step 290700   step-time 0.60s  loss 25.085 ppl 10.09  disc 0.029 gen -0.002 gan_ae -0.001
global step 290800   step-time 0.60s  loss 25.379 ppl 10.07  disc 0.027 gen -0.003 gan_ae 0.005
global step 290900   step-time 0.60s  loss 25.218 ppl 10.02  disc 0.030 gen -0.001 gan_ae -0.003
global step 291000   step-time 0.60s  loss 25.363 ppl 10.11  disc 0.028 gen -0.001 gan_ae -0.000
load eval model.
eval  ppl 17.12
answer:  one day , i was driving the van down to the store .
predict:  i was driving to my friend 's house to get a new van .
answer:  she bought some new shelves .
predict:  she was building a new set of books .
answer:  he was given a set of tickets .
predict:  he bought a ticket .
answer:  his friends agree that 's a great idea .
predict:  billy and his friends go fishing .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so happy to have found out he had eaten the bread .
answer:  alicia looked at her house .
predict:  alicia was cleaning .
answer:  she searched everywhere but could n't find it .
predict:  she needed one for her computer .
answer:  when the cast was announced , she was left disappointed .
predict:  she was very nervous about the audition .
BLEU = 4.09, 32.0/5.8/2.2/1.0 (BP=0.923, ratio=0.926, hyp_len=90426, ref_len=97637)

distinc1: 0.03296
distinc2: 0.20953
infer done.
global step 291100   step-time 0.60s  loss 25.327 ppl 10.07  disc 0.029 gen -0.000 gan_ae -0.002
global step 291200   step-time 0.60s  loss 25.258 ppl 10.10  disc 0.029 gen -0.004 gan_ae 0.002
global step 291300   step-time 0.60s  loss 25.477 ppl 10.17  disc 0.028 gen -0.005 gan_ae 0.004
global step 291400   step-time 0.60s  loss 25.325 ppl 9.95  disc 0.028 gen -0.000 gan_ae -0.001
global step 291500   step-time 0.60s  loss 25.337 ppl 10.10  disc 0.029 gen -0.004 gan_ae 0.002
global step 291600   step-time 0.60s  loss 25.258 ppl 9.97  disc 0.027 gen -0.000 gan_ae 0.002
global step 291700   step-time 0.60s  loss 25.795 ppl 10.43  disc 0.031 gen -0.004 gan_ae -0.002
global step 291800   step-time 0.60s  loss 25.112 ppl 10.05  disc 0.028 gen 0.002 gan_ae -0.004
global step 291900   step-time 0.60s  loss 25.254 ppl 10.00  disc 0.030 gen -0.002 gan_ae -0.002
global step 292000   step-time 0.60s  loss 25.294 ppl 10.04  disc 0.028 gen -0.002 gan_ae 0.000
global step 292100   step-time 0.61s  loss 25.341 ppl 10.16  disc 0.029 gen -0.001 gan_ae -0.001
global step 292200   step-time 0.60s  loss 25.491 ppl 10.10  disc 0.029 gen 0.001 gan_ae -0.002
global step 292300   step-time 0.60s  loss 25.241 ppl 10.00  disc 0.031 gen -0.003 gan_ae -0.003
global step 292400   step-time 0.60s  loss 25.321 ppl 10.04  disc 0.027 gen -0.000 gan_ae 0.002
global step 292500   step-time 0.60s  loss 25.241 ppl 10.09  disc 0.028 gen -0.001 gan_ae 0.002
global step 292600   step-time 0.60s  loss 25.342 ppl 10.10  disc 0.030 gen -0.002 gan_ae -0.003
global step 292700   step-time 0.60s  loss 25.309 ppl 10.15  disc 0.028 gen -0.002 gan_ae 0.001
global step 292800   step-time 0.60s  loss 25.111 ppl 10.04  disc 0.028 gen -0.003 gan_ae 0.002
global step 292900   step-time 0.60s  loss 25.135 ppl 9.96  disc 0.028 gen -0.001 gan_ae 0.001
global step 293000   step-time 0.60s  loss 25.636 ppl 10.33  disc 0.030 gen 0.001 gan_ae -0.005
global step 293100   step-time 0.60s  loss 25.269 ppl 9.97  disc 0.028 gen -0.000 gan_ae -0.001
global step 293200   step-time 0.60s  loss 25.101 ppl 9.99  disc 0.027 gen -0.000 gan_ae 0.001
global step 293300   step-time 0.60s  loss 25.417 ppl 10.10  disc 0.029 gen -0.003 gan_ae -0.001
global step 293400   step-time 0.60s  loss 25.451 ppl 10.24  disc 0.027 gen 0.004 gan_ae -0.004
global step 293500   step-time 0.60s  loss 25.230 ppl 10.03  disc 0.029 gen -0.001 gan_ae -0.000
global step 293600   step-time 0.60s  loss 25.285 ppl 10.06  disc 0.029 gen -0.003 gan_ae 0.001
global step 293700   step-time 0.60s  loss 25.380 ppl 10.12  disc 0.028 gen -0.001 gan_ae 0.002
global step 293800   step-time 0.60s  loss 25.426 ppl 10.15  disc 0.027 gen -0.000 gan_ae 0.001
global step 293900   step-time 0.60s  loss 25.448 ppl 10.13  disc 0.029 gen -0.002 gan_ae -0.001
global step 294000   step-time 0.60s  loss 25.293 ppl 10.07  disc 0.031 gen -0.002 gan_ae -0.003
load eval model.
eval  ppl 17.10
answer:  one day , i was driving the van down to the store .
predict:  i was driving my van to work one day .
answer:  she bought some new shelves .
predict:  she had a lot of books .
answer:  he was given a set of tickets .
predict:  he bought some music .
answer:  his friends agree that 's a great idea .
predict:  billy agrees to go fishing with his friends .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so upset that he threw it away .
answer:  alicia looked at her house .
predict:  alicia had a big mess .
answer:  she searched everywhere but could n't find it .
predict:  she needed a new one .
answer:  when the cast was announced , she was left disappointed .
predict:  she was worried she would n't get the part .
BLEU = 3.98, 32.4/6.0/2.1/0.9 (BP=0.900, ratio=0.905, hyp_len=88344, ref_len=97637)

distinc1: 0.03441
distinc2: 0.21610
infer done.
global step 294100   step-time 0.60s  loss 25.530 ppl 10.22  disc 0.027 gen 0.002 gan_ae -0.001
global step 294200   step-time 0.60s  loss 25.037 ppl 9.86  disc 0.029 gen 0.000 gan_ae -0.004
global step 294300   step-time 0.60s  loss 25.375 ppl 10.12  disc 0.029 gen 0.002 gan_ae -0.004
global step 294400   step-time 0.60s  loss 25.457 ppl 10.06  disc 0.030 gen -0.003 gan_ae -0.001
global step 294500   step-time 0.60s  loss 25.202 ppl 10.04  disc 0.026 gen 0.002 gan_ae -0.000
global step 294600   step-time 0.60s  loss 25.431 ppl 10.13  disc 0.028 gen 0.001 gan_ae -0.002
global step 294700   step-time 0.60s  loss 25.395 ppl 10.15  disc 0.029 gen -0.003 gan_ae -0.001
global step 294800   step-time 0.60s  loss 25.512 ppl 10.29  disc 0.029 gen -0.000 gan_ae -0.002
global step 294900   step-time 0.60s  loss 25.072 ppl 10.02  disc 0.029 gen -0.001 gan_ae -0.000
global step 295000   step-time 0.60s  loss 25.565 ppl 10.24  disc 0.026 gen 0.001 gan_ae 0.000
global step 295100   step-time 0.60s  loss 25.379 ppl 10.06  disc 0.028 gen 0.001 gan_ae -0.003
global step 295200   step-time 0.60s  loss 25.273 ppl 10.04  disc 0.031 gen -0.005 gan_ae -0.001
